ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,No_of_H-bond_donors,No_of_H-bond_acceptors,Molecular_Weight,LogP,Meets
174,ETHCHLORVYNOL,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,1,1,144.601,1.5132,TRUE
175,FLUDROCORTISONE ACETATE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,6,422.493,2.4445,TRUE
176,M MIDODRINE,636  1187,0,,0,0,3.5,0,93,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER,2,4,197.234,0.6959,TRUE
177,HYDROXYAMPHETAMINE,1106  1332,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,2,2,151.209,1.2819,TRUE
178,PHYTONADIONE,,0,ORAL INJECTION INTRAVENOUS,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,0,2,450.707,9.1576,FALSE
179,AMBENONIUM,,0,ORAL,16.6,0,0,0,0,1.51,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER TO 20 PERCENT,2,2,537.576,4.6392,FALSE
180,METHYLPHENIDATE,,0,ORAL TRANSDERMAL,169,33,3.2,15,23.5,73,NANOMOLAR,6.8,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,233.311,2.0853,TRUE
181,MECAMYLAMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,1,167.296,2.4206,TRUE
182,HYDROXYPROGESTERONE CAPROATE,,0,INTRAMUSCULAR INJECTION,0,0,187.2,0,0,65,NANOMOLAR,110.4,NaN,0,4,428.613,5.9696,FALSE
183,PROMAZINE,,0,ORAL INJECTION,526.5,54.6,7.9,89,0,0,NaN,0,NaN,0,3,284.428,4.241,TRUE
184,CLIDINIUM,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,3,352.454,2.7045,TRUE
185,LIOTHYRONINE,,0,ORAL INJECTION,0,0,60,0,95,0,NaN,0,NaN,2,5,649.968,2.618,FALSE
186,HYDROXYZINE,,0,ORAL INJECTION,1040,39,16.5,0,0,186.9,NANOMOLAR,2,SOLUBILITY SOLUBLE IN WATER,1,4,374.912,3.0559,TRUE
187,METHSUXIMIDE,,1762  1763,ORAL,0,0,1.4,0,0,0,NaN,0,NaN,0,2,203.241,1.333,TRUE
188,LEVALLORPHAN,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,1,2,283.415,3.6366,TRUE
189,PHENMETRAZINE,281,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,177.247,1.736,TRUE
190,ANILERIDINE,,0,INJECTION ORAL,0,0,0,0,0,0,NaN,0,NaN,1,4,352.478,3.4082,TRUE
191,HYDROCORTAMATE,,108,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,2,7,475.626,2.6743,TRUE
192,PROCHLORPERAZINE,,0,ORAL INJECTION RECTAL,1430,62.4,9,0,0,0,NaN,0,NaN,0,4,373.953,4.5802,TRUE
193,ORPHENADRINE,,0,ORAL INJECTION,0,0,16.6,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,2,269.388,3.66262,TRUE
194,METHSUXIMIDE,,1762  1763,ORAL,0,0,1.4,0,0,0,NaN,0,NaN,0,2,203.241,1.333,TRUE
195,FLUOXYMESTERONE,,0,ORAL,0,0,9.2,98,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,3,336.447,3.3322,TRUE
196,ORPHENADRINE,,0,ORAL INJECTION,0,0,16.6,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,2,269.388,3.66262,TRUE
197,MECLIZINE,,0,ORAL,0,59,5.5,0,0,235.6,NANOMOLAR,3,NaN,0,2,390.958,5.55562,FALSE
198,ISOFLUROPHATE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,0,3,184.147,2.914,TRUE
199,CHLORAMBUCIL,,0,ORAL,20.15,10.9,1.3,99,0,1.6,MICROMOLAR,0.83,NaN,0,3,303.209,2.0432,TRUE
200,TOLBUTAMIDE,,0,ORAL INJECTION,7.8,0.819,7,95,0,217.7,MICROMOLAR,3.8,NaN,2,3,270.354,1.78302,TRUE
201,MEPENZOLATE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,3,340.443,2.7045,TRUE
202,RESCINNAMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,10,634.726,4.5707,FALSE
203,MECLIZINE,,0,ORAL,0,59,5.5,0,0,235.6,NANOMOLAR,3,NaN,0,2,390.958,5.55562,FALSE
204,ISOPROPAMIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,1,353.53,4.1115,TRUE
205,PERPHENAZINE,,0,ORAL INJECTION,1170,105.3,10.5,93,0,2.4,NANOMOLAR,2,NaN,1,5,403.979,3.9427,TRUE
206,DESERPIDINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,9,578.662,4.1625,FALSE
207,DEXBROMPHENIRAMINE,,0,ORAL INJECTION,0,0,25,72,0,0,NaN,5,NaN,0,2,319.246,3.9277,TRUE
208,ETHOTOIN,,0,ORAL,0,0,6,0,0,39,MICROMOLAR,0,NaN,1,2,204.229,1.2994,TRUE
209,NORETHINDRONE,210  354,0,ORAL,260,26,8.51,61,64,87.8,NANOMOLAR,1.83,NaN,1,2,298.426,3.4925,TRUE
210,NORETHINDRONE ACETATE,,209,ORAL TRANSDERMAL INTRAMUSCULAR,0,0,0,0,0,0,NaN,0,NaN,0,3,340.463,4.0633,TRUE
211,ANISINDIONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,3,252.269,2.858,TRUE
212,BUCLIZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,433.039,6.5447,FALSE
213,MESTRANOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,310.437,3.9156,TRUE
214,NORETHYNODREL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,298.426,3.6366,TRUE
215,PROPOXYPHENE,,1560,ORAL,780,58.5,9,80,0,0.21,MICROMOLAR,2.25,SOLUBILITY FREELY SOLUBLE IN WATER,0,3,339.479,4.2755,TRUE
216,METHOCARBAMOL,,848  877,ORAL IM INJECTION,150,52,2,50,0,96,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,5,241.243,0.5302,TRUE
217,ETHOXZOLAMIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,5,258.324,1.3424,TRUE
218,NIACIN,,0,ORAL,0,0,0.56,20,0,146.3,MICROMOLAR,5,SOLUBILITY VERY SOLUBLE IN WATER,0,3,122.103,-0.5549,TRUE
219,TRIPROLIDINE,,0,ORAL,0,0,2.1,0,0,55.4,NANOMOLAR,2,NaN,0,2,278.399,3.91752,TRUE
220,TRIFLUPROMAZINE,,0,ORAL INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,3,352.425,5.2598,FALSE
221,CHLOROTHIAZIDE,,0,ORAL INJECTION,0,0,2,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,5,295.729,0.1299,TRUE
222,METHYLPREDNISOLONE,223  1340,0,ORAL OPHTHALMIC,78,23.8,2.3,77,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,5,374.477,1.8036,TRUE
223,METHYLPREDNISOLONE SUCCINATE,,222,INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,2,8,473.542,0.8846,TRUE
224,TRIAMCINOLONE,226  1341,0,ORAL,0,0,2.7,0,0,0,NaN,1.9,NaN,4,6,394.439,0.6205,TRUE
225,TRIAMCINOLONE ACETONIDE,,0,TOPICAL INJECTION DENTAL INHALATION NASAL INTRAVITREAL,99.5,45.2,1.46,68,0,2.58,NANOMOLAR,0.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,6,434.504,2.4188,TRUE
226,TRIAMCINOLONE DIACETATE,,224,INJECTION ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,8,478.513,1.7621,TRUE
227,BENZONATATE,,0,ORAL,0,0,0,0,0,0,NaN,0.28,NaN,1,12,603.75,2.8346,FALSE
228,PHENPROCOUMON,,0,ORAL,0,0,140,0,0,0,NaN,0,NaN,1,3,280.323,4.0405,TRUE
229,DEXTROMETHORPHAN,,0,ORAL,0,0,13,65,0,0,NaN,3.5,NaN,0,2,271.404,3.3834,TRUE
230,CHLORMEZANONE,,0,ORAL,3.5,0.06,40.5,0,0,16.9,MICROMOLAR,2.18,NaN,0,3,273.741,1.6155,TRUE
231,FURAZOLIDONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,6,225.16,0.9739,TRUE
232,CHLORZOXAZONE,,0,ORAL,0,0,0,0,0,0,NaN,1.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,2,169.567,1.7745,TRUE
233,TRIMEPRAZINE,,0,ORAL,0,0,0,90,80,0,NaN,0,NaN,0,3,298.455,4.487,TRUE
234,HALOTHANE,,0,INHALATION,0,0,0,0,0,0,NaN,0,NaN,0,0,197.381,2.5085,TRUE
235,DICHLORPHENAMIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,4,305.164,0.2882,TRUE
236,CHLORMEZANONE,,0,ORAL,3.5,0.06,40.5,0,0,16.9,MICROMOLAR,2.18,NaN,0,3,273.741,1.6155,TRUE
237,TRIFLUOPERAZINE,,0,ORAL INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,4,407.505,4.9456,TRUE
238,SULFINPYRAZONE,,0,ORAL,7.8,1.32,6.2,98,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,3,404.491,3.7955,TRUE
239,METHOHEXITAL,,0,INJECTION,71.5,46,1.6,73,0,30,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,262.309,1.3066,TRUE
240,OXYPHENCYCLIMINE,,0,ORAL,,0,0,0,0,0,NaN,0,NaN,1,5,344.455,2.7317,TRUE
241,PHENTERMINE,,0,ORAL,348,8.79,20,17.5,0,0,NaN,3.7,SOLUBILITY SOLUBLE IN WATER,1,1,149.237,1.9664,TRUE
242,CHLORPROPAMIDE,,0,ORAL,12.3,0.17,36,97,0,0,NaN,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,3,276.745,1.7379,TRUE
243,DEXAMETHASONE,244  245,0,ORAL TOPICAL OPHTHALMIC OTIC INTRAVITREAL INTRAOCULAR,61.1,12.8,3.7,68,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,5,392.467,1.8957,TRUE
244,DEXAMETHASONE PHOSPHATE,,243,OPHTHALMIC TOPICAL OTIC INJECTION INHALATION NASAL,0,0,0,0,0,0,NaN,0,NaN,2,8,470.43,0.7487,TRUE
245,DEXAMETHASONE ACETATE,,243,INJECTION,0,0,0,0,0,0,NaN,0,NaN,2,6,434.504,2.4665,TRUE
246,DIETHYLPROPION,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,205.301,2.5996,TRUE
247,THIOPENTAL,,0,RECTAL,78,32,5.5,80,0,0,NaN,0,NaN,2,3,242.344,1.3499,TRUE
248,THIOTEPA,,0,INJECTION INTRACAVITARY INTRAVENOUS INTRAVESICAL,104,25.14,2.4,10,0,10.3,MICROMOLAR,0,NaN,0,1,189.224,0.1577,TRUE
249,PHENYLPROPANOLAMINE,1106,0,ORAL,206.7,37,4.05,0,0,1.5,MICROMOLAR,1.47,NaN,2,2,151.209,1.0672,TRUE
250,OXYMORPHONE,,0,INJECTION RECTAL ORAL,200.2,30.8,4.5,11,10,14.8,NANOMOLAR,0.12,SOLUBILITY FREELY SOLUBLE IN WATER,2,5,301.342,0.7452,TRUE
251,METHAZOLAMIDE,,0,ORAL,20,0.99,14,55,0,45.3,MICROMOLAR,1.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,6,236.278,-1.4238,TRUE
252,FLUOROMETHOLONE,,0,TOPICAL OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,2,4,376.468,2.9233,TRUE
253,FLUPHENAZINE,1343  1344,0,ORAL INJECTION,0,0,16.4,0,0,0,NaN,0,NaN,1,5,437.531,4.3081,TRUE
254,CARISOPRODOL,,164,ORAL,0,0,2,0,0,6.92,MICROMOLAR,1.7,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,4,260.334,2.0227,TRUE
255,CARISOPRODOL,,164,ORAL,0,0,2,0,0,6.92,MICROMOLAR,1.7,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,4,260.334,2.0227,TRUE
256,HYDROCHLOROTHIAZIDE,,0,ORAL,370.5,23,4.5,67.9,0,454.2,NANOMOLAR,1.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,3,5,297.745,-0.3513,TRUE
257,THIORIDAZINE,,0,ORAL,0,0,15,0,0,0.55,MICROMOLAR,0,NaN,0,4,370.587,5.8856,FALSE
258,IMIPRAMINE,,0,ORAL INJECTION,828,50.7,16,92.5,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,0,2,280.415,3.875,TRUE
259,METHDILAZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,3,296.439,4.241,TRUE
260,MEDROXYPROGESTERONE ACETATE,,0,ORAL INJECTION INTRAMUSCULAR SUBCUTANEOUS,78024,3846,12.1,90,0,2.6,NANOMOLAR,2.65,SOLUBILITY INSOLUBLE IN WATER,0,4,386.532,4.6552,TRUE
261,DEMECARIUM,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,0,4,556.792,6.7622,FALSE
262,NANDROLONE,1345  1346,0,,0,0,228,0,0,18.8,NANOMOLAR,72,NaN,1,2,274.404,3.4891,TRUE
263,PHENELZINE,,0,ORAL,0,0,11.6,0,0,145.5,NANOMOLAR,0.71,NaN,2,2,136.198,0.6924,TRUE
264,DIPHENYLPYRALINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,281.399,3.8868,TRUE
265,HYDROFLUMETHIAZIDE,,0,ORAL,143,37.8,5.2,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,3,5,331.297,0.0141,TRUE
266,METHDILAZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,3,296.439,4.241,TRUE
267,ISOCARBOXAZID,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,4,231.255,1.41762,TRUE
268,ECHOTHIOPHATE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,0,4,256.328,2.6069,TRUE
269,PYRVINIUM,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,382.531,5.30824,FALSE
270,BIPERIDEN,,0,ORAL INJECTION,780,46.8,24,90,0,16,NANOMOLAR,1.25,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,2,311.469,3.9624,TRUE
271,ISOSORBIDE DINITRATE,,272,ORAL SUBLINGUAL,195,180,1,28,25,0.32,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,8,235.128,-0.89881,TRUE
272,ISOSORBIDE MONONITRATE,271,1456,ORAL,42.2,7,5,0,100,6.5,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,6,191.139,-1.2782,TRUE
273,TROPICAMIDE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,1,3,284.359,2.2062,TRUE
274,MEPIVACAINE,,0,INJECTION,61,26,2,70,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,2,246.354,2.72624,TRUE
275,CHLOPHEDIANOL,,0,ORAL,,0,0,0,0,0,NaN,0,NaN,1,2,289.806,3.5276,TRUE
276,BENZTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,6,431.948,2.4335,TRUE
277,CYCLOPHOSPHAMIDE,,0,ORAL INJECTION INTRAVENOUS,40,4.8,7.5,20,0,0,NaN,1,SOLUBILITY SOLUBLE IN WATER,1,2,261.089,1.884,TRUE
278,SPIRONOLACTONE,,0,ORAL,0,0,0,90,0,193.2,NANOMOLAR,2.6,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,5,416.583,4.8523,TRUE
279,BENDROFLUMETHIAZIDE,,0,ORAL,0,0,0,90,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,3,5,421.422,1.6254,TRUE
280,FLUOROURACIL,396  403  821,1654  1655,INJECTION TOPICAL,14.9,101.4,0.12,85,0,88.3,NANOMOLAR,1.03,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,2,130.078,-0.7977,TRUE
281,PHENDIMETRAZINE,,189  1764  1765  1766,ORAL,0,0,3.7,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,0,2,191.274,2.0782,TRUE
282,CHLORDIAZEPOXIDE,,0,ORAL INJECTION,16.2,1.4,8.3,96,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,1,3,299.761,1.8492,TRUE
283,TRICHLORMETHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,3,5,380.662,0.821,TRUE
284,CHLORTHALIDONE,,0,ORAL,253,5.8,36,76,64,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER (0.12 MILLIGRAM / MILLILITER),3,4,338.772,0.9242,TRUE
285,OXYTOCIN,,0,NASAL INJECTION,33.2,85.2,0.3,0,0,0,NaN,0,NaN,12,15,1007.207,-3.6086,FALSE
286,DEXTROTHYROXINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,5,775.864,3.2226,FALSE
287,ISOETHARINE,,0,INHALATION,0,0,0,0,0,0,NaN,0,NaN,4,4,239.315,1.9078,TRUE
288,TRANYLCYPROMINE,,0,ORAL,144.5,63.4,1.58,0,0,368.4,NANOMOLAR,1,NaN,1,1,133.194,1.5012,TRUE
289,ETHOSUXIMIDE,,0,ORAL,45.5,0,60,0,0,496,MICROMOLAR,5,NaN,1,2,141.17,0.4492,TRUE
290,PROPIOMAZINE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,4,340.492,4.8321,TRUE
291,COLCHICINE,,0,ORAL,341.5,54.1,28.9,39,45,6.25,NANOMOLAR,1.5,SOLUBILITY SOLUBLE IN WATER,1,6,399.443,2.8716,TRUE
292,PSEUDOEPHEDRINE,,0,ORAL,198.2,27.4,5,0,0,1.24,MICROMOLAR,6,SOLUBILITY VERY SOLUBLE IN WATER,2,2,165.236,1.3279,TRUE
293,ATROPINE,,0,ORAL INTRAMUSCULAR INJECTION INHALATION INTRAVENOUS OPHTHALMIC SUBCUTANEOUS INTRAOSSEOUS ENDOTRACHEAL,214.5,29.6,3,18,0,33.2,NANOMOLAR,0.05,SOLUBILITY HIGHLY SOLUBLE IN WATER,1,4,289.375,1.9309,TRUE
294,BENZPHETAMINE,,22  1106,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY READILY SOLUBLE IN WATER,0,1,239.362,3.7496,TRUE
295,THIOGUANINE,,1759,ORAL,0,0,5.9,0,30,118,MICROMOLAR,8,NaN,3,4,167.197,0.59769,TRUE
296,ATROPINE,,0,ORAL INTRAMUSCULAR INJECTION INHALATION INTRAVENOUS OPHTHALMIC SUBCUTANEOUS INTRAOSSEOUS ENDOTRACHEAL,214.5,29.6,3,18,0,33.2,NANOMOLAR,0.05,SOLUBILITY HIGHLY SOLUBLE IN WATER,1,4,289.375,1.9309,TRUE
297,DIPHENOXYLATE,,452,ORAL,0,0,0,0,90,0,NaN,0,NaN,0,4,452.598,5.48328,FALSE
298,ACRISORCIN,,0,TOPICAL,,0,0,0,0,0,NaN,0,NaN,2,2,194.274,3.2206,TRUE
299,CHLORPROTHIXENE,,0,ORAL INJECTION,1035,52,25.8,0,17,1.36,MICROMOLAR,4,NaN,0,2,315.869,5.188,FALSE
300,METHYCLOTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,5,360.244,0.5983,TRUE
301,OXYPHENBUTAZONE,,0,ORAL,,0,0,0,0,0,NaN,0,NaN,1,3,324.38,3.4934,TRUE
302,METRONIDAZOLE,,0,ORAL INJECTION TOPICAL VAGINAL,26,3.3,8,20,0,233.9,MICROMOLAR,1.5,SOLUBILITY IN WATER OF 10 MILLIGRAM / MILLILITER AT 20 DEGREE CELCIUS,1,5,171.156,0.09202,TRUE
303,CYPROHEPTADINE,,0,ORAL,0,0,12.5,0,0,0,NaN,7.5,SOLUBILITY SOLUBLE IN WATER,0,1,287.406,4.6979,TRUE
304,BETAMETHASONE,305  306  1348  1349  1457,0,ORAL TOPICAL,84.5,10.9,5.6,64,0,0,NaN,0,NaN,3,5,392.467,1.8957,TRUE
305,BETAMETHASONE ACETATE,,304,INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,6,434.504,2.4665,TRUE
306,BETAMETHASONE VALERATE,,304,TOPICAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,6,476.585,3.6368,TRUE
307,VINBLASTINE,,0,INJECTION,1820,12,67,86,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,3,12,810.989,3.9909,FALSE
308,TRIOXSALEN,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,3,228.247,3.46446,TRUE
309,AMITRIPTYLINE,,0,ORAL INJECTION,565.5,23.7,17,93,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,0,1,277.411,4.1686,TRUE
310,SULFAMETHOXAZOLE,,0,ORAL INJECTION,19.5,1.4,10,70,0,268.7,MICROMOLAR,2.5,NaN,2,5,253.283,1.36602,TRUE
311,THIETHYLPERAZINE,,0,ORAL INJECTION RECTAL,0,0,0,0,0,0,NaN,0,NaN,0,5,399.629,5.0388,FALSE
312,FLUOCINOLONE ACETONIDE,,0,TOPICAL OTIC INTRAVITREAL,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,2,6,452.494,2.3668,TRUE
313,FLURANDRENOLIDE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,6,436.52,2.4987,TRUE
314,GLYCOPYRROLATE,,0,ORAL INJECTION INHALATION INTRAMUSCULAR INTRAVENOUS TOPICAL,27.3,35.1,0.83,0,0,10.9,NANOMOLAR,0.45,SOLUBILITY SOLUBLE IN WATER,1,3,318.437,2.4563,TRUE
315,DIPYRIDAMOLE,,0,ORAL INJECTION,92,4.6,13.6,99,0,3.92,MICROMOLAR,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER (LOGP=3.71),4,12,504.636,-0.0176,FALSE
316,POLYTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,2,6,439.89,1.655,TRUE
317,URACIL MUSTARD,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,3,252.101,0.3472,TRUE
318,METYRAPONE,,0,ORAL,0,0,1.9,0,0,32.3,MICROMOLAR,1,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,3,226.279,2.6371,TRUE
319,ETHIONAMIDE,,0,ORAL,93.5,33.7,1.92,30,0,13,MICROMOLAR,1.02,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,2,166.249,1.2782,TRUE
320,METHOXYFLURANE,,0,INHALATION,0,0,0,0,0,0,NaN,0,NaN,0,1,164.966,2.0293,TRUE
321,CYCLOTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,3,5,389.886,1.2295,TRUE
322,TRIAMTERENE,,0,ORAL,845,245.7,4.3,58,0,183.3,NANOMOLAR,1.1,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,7,253.269,0.8334,TRUE
323,METAXALONE,,0,ORAL,800,66,9,0,0,8.2,MICROMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,221.256,1.79064,TRUE
324,DIAZEPAM,,1709  491  1157,ORAL INJECTION RECTAL NASAL BUCCAL,58.5,1.5,46,98,90,0,NaN,1.25,SOLUBILITY INSOLUBLE IN WATER,0,2,284.746,3.1538,TRUE
325,QUINETHAZONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,3,4,289.744,0.8788,TRUE
326,PHENAZOPYRIDINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,5,213.244,2.6614,TRUE
327,ACETOHEXAMIDE,,1757  1758,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,4,324.402,2.2098,TRUE
328,METHYLDOPA,329,0,ORAL,44.8,13.6,1.8,15,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,3,5,210.209,-0.8924,TRUE
329,METHYLDOPATE,,328,INJECTION,0,0,0,0,0,0,NaN,0,NaN,3,5,239.271,0.9208,TRUE
330,ANISOTROPINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,3,267.413,3.3712,TRUE
331,PARGYLINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,1,159.232,1.7516,TRUE
332,ACETYLCYSTEINE,,0,INHALATION ORAL INTRAVENOUS,30.5,7.15,5.6,83,0,0,NaN,0,NaN,2,4,162.19,-1.8292,TRUE
333,DESIPRAMINE,,0,ORAL,975,42.9,22,84,0,0,NaN,0,NaN,1,2,266.388,3.5328,TRUE
334,OXANDROLONE,,0,ORAL,0,0,13.3,0,0,0,NaN,0,NaN,1,3,306.446,3.5431,TRUE
335,IDOXURIDINE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,3,6,354.1,-1.2181,TRUE
336,ETHYLESTRENOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,1,288.475,5.0903,FALSE
337,VINCRISTINE,,0,INJECTION INTRAVENOUS,156,7.8,87,60,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,3,12,824.972,3.5175,FALSE
338,PRALIDOXIME,,0,ORAL INJECTION INTRAMUSCULAR,107.2,24.7,3,0,0,29.1,MICROMOLAR,0.26,SOLUBILITY SOLUBLE IN WATER,1,2,137.162,0.3192,TRUE
339,NALIDIXIC ACID,,1756,ORAL,0,0,6,90,0,129.3,MICROMOLAR,1.5,NaN,0,5,231.231,0.08832,TRUE
340,NONOXYNOL-9,,0,VAGINAL,0,0,0,0,0,0,NaN,0,NaN,1,10,616.833,4.4836,FALSE
341,NORTRIPTYLINE,,0,ORAL,1430,39,30,88,0,241,NANOMOLAR,4,NaN,1,1,263.384,3.8264,TRUE
342,MELPHALAN,2019,0,ORAL INJECTION INTRAVENOUS,32.5,27.3,1.5,72,74,695,NANOMOLAR,1,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,4,304.197,0.5903,TRUE
343,CHLORPHENTERMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,1,183.682,2.6198,TRUE
344,PRILOCAINE,,0,INJECTION TOPICAL PERIODONTAL,156,142,1.6,40,0,0.48,MICROMOLAR,0,NaN,2,2,220.316,2.32162,TRUE
345,DOXAPRAM,,0,INJECTION,78,20,4.1,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,3,378.516,3.1733,TRUE
