ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,Molecular_Weight,LogP,MolMR,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,TPSA,FractionCSP3,LabuteASA,NumAmideBonds
121,PYRIMETHAMINE,,0,ORAL,149.5,0.2,100,90,0,805,NANOMOLAR,4,NaN,248.717,2.5238,70.6808,17,235.613,4,4,4,4,5,2,88,77.82,0.166666667,104.6407251,0
122,PROCAINE,,0,INJECTION,51.3,312,0.128,0,0,0,NaN,0,NaN,236.315,1.7674,68.9249,17,216.155,2,4,4,2,4,6,94,55.56,0.461538462,102.3607896,0
123,PHENOXYBENZAMINE,,0,ORAL,0,0,24,0,25,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,303.833,4.1949,88.971,21,281.657,0,2,2,0,3,8,112,12.47,0.333333333,131.8547951,0
124,LEVONORDEFRIN,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,183.207,0.4784,48.3808,13,170.103,5,4,4,5,4,2,72,86.71,0.333333333,76.24882142,0
125,NITROFURANTOIN,,0,ORAL INJECTION,37,37.8,0.97,83,0,3.67,MICROMOLAR,2.15,NaN,238.159,0.0735,53.2011,17,232.111,1,9,6,1,9,3,88,118.05,0.125,93.83084397,3
126,PHENOXYBENZAMINE,,0,ORAL,0,0,24,0,25,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,303.833,4.1949,88.971,21,281.657,0,2,2,0,3,8,112,12.47,0.333333333,131.8547951,0
127,LEVORPHANOL,,0,INJECTION ORAL,747.5,61.1,13.5,40,0,0,NaN,1,SOLUBILITY SOLUBLE IN WATER,257.377,3.0804,76.4818,19,234.193,1,2,2,1,2,0,102,23.47,0.647058824,114.9823403,0
128,PROPANTHELINE,,0,ORAL INJECTION,0,79.2,1.6,0,0,3.5,MICROMOLAR,1,SOLUBILITY VERY SOLUBLE IN WATER,368.497,4.7308,107.0834,27,338.257,0,4,3,0,4,6,144,35.53,0.434782609,161.8554471,0
129,PHENYTOIN,734,0,ORAL INJECTION,0,0,22,88,0,0,NaN,1.5,NaN,252.273,1.7696,70.3384,19,240.177,2,4,2,2,4,2,94,58.2,0.066666667,110.0002611,3
130,CARBINOXAMINE,,0,ORAL,0,0,17,0,0,98.8,NANOMOLAR,6.7,SOLUBILITY FREELY SOLUBLE IN WATER,290.794,3.4026,82.038,20,271.642,0,3,3,0,4,6,106,25.36,0.3125,124.709501,0
131,PHENINDIONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,222.243,2.8494,64.286,17,212.163,0,2,2,0,2,1,82,34.14,0.066666667,98.90053672,0
132,METHSCOPOLAMINE,,0,ORAL,0,0,0,0,17,0,NaN,1,SOLUBILITY FREELY SOLUBLE IN WATER,318.393,1.0627,83.7282,23,294.201,1,5,4,1,5,4,124,59.06,0.611111111,135.9458665,0
133,PHENSUXIMIDE,,0,ORAL,0,0,7.8,0,0,0,NaN,0,NaN,189.214,1.1589,51.577,14,178.126,0,3,2,0,3,1,72,37.38,0.272727273,82.33316041,2
134,PROPARACAINE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,294.395,2.5562,84.7109,21,268.187,2,5,5,2,5,9,118,64.79,0.5625,126.5691612,0
135,CARBINOXAMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,290.794,3.4026,82.038,20,271.642,0,3,3,0,4,6,106,25.36,0.3125,124.709501,0
136,ACETAZOLAMIDE,,0,ORAL INJECTION,13,1.1,3.5,93,100,0,NaN,4.5,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,222.251,-0.8561,45.5859,13,216.203,3,7,6,3,9,2,72,115.04,0.25,78.02145102,1
137,CYCRIMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,287.447,3.9404,87.2048,21,258.215,1,2,2,1,2,5,116,23.47,0.684210526,128.7180557,0
138,METHOXSALEN,,0,ORAL TOPICAL INJECTION,325,345,2,0,0,1.15,MICROMOLAR,1.8,NaN,216.192,2.5478,58.808,16,208.128,0,4,4,0,4,1,80,52.58,0.083333333,90.03388772,0
139,MERCAPTOPURINE,372,0,ORAL,65,58.5,1,15,0,0,NaN,0,NaN,152.182,1.01549,39.0734,10,148.15,2,4,3,2,5,0,50,57.36,0,61.33995226,0
140,ETHOPROPAZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,312.482,5.0196,96.396,22,288.29,0,2,3,0,3,5,116,6.48,0.368421053,137.6800383,0
141,RESERPINE,,0,ORAL INJECTION,0,0,200,95,50,1.8,NANOMOLAR,2.5,SOLUBILITY INSOLUBLE IN WATER,608.688,4.1711,160.6872,44,568.368,1,11,10,1,11,8,236,117.78,0.515151515,256.1734235,0
142,CHLORPROMAZINE,,0,ORAL INJECTION RECTAL,1215,76.6,11.05,94.4,21,0,NaN,0,NaN,318.873,4.8944,92.194,21,299.721,0,2,3,0,4,4,110,6.48,0.294117647,135.2534203,0
143,TESTOSTERONE,144  1334  1335  1718  1825,0,TRANSDERMAL BUCCAL IMPLANTATION INJECTION NASAL,65,62.4,192,98,0,31.4,NANOMOLAR,8,NaN,288.431,3.8792,82.7168,21,260.207,1,2,2,1,2,0,116,37.3,0.842105263,127.5510373,0
144,TESTOSTERONE PROPIONATE,,143,INJECTION,0,0,0,0,0,0,NaN,0,NaN,344.495,4.8401,96.881,25,312.239,0,3,3,0,3,2,138,43.37,0.818181818,151.1266972,0
145,HYDROXYSTILBAMIDINE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,281.339,-2.4418,83.3726,21,264.203,8,5,3,8,5,2,106,120.72,0,121.4935231,0
146,PRIMIDONE,,0,ORAL,0,0,0,0,70,0,NaN,4,SOLUBILITY POORLY SOLUBLE IN WATER,218.256,0.5379,59.5634,16,204.144,2,4,2,2,4,2,84,58.2,0.333333333,94.03799322,2
147,WARFARIN,,0,ORAL INJECTION,8.4,0.21,29,98,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,308.333,3.6096,87.7318,23,292.205,1,4,4,1,4,4,116,67.51,0.157894737,132.5520251,0
148,PROGESTERONE,,0,INJECTION INTRAUTERINE ORAL VAGINAL,5252,104.6,34.8,97,0,193,NANOMOLAR,1.7,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,314.469,4.7235,90.881,23,284.229,0,2,2,0,2,1,126,34.14,0.80952381,139.6482099,0
149,OXTRIPHYLLINE,,0,ORAL,0,0,0,0,90,0,NaN,0,NaN,179.159,-1.4106,45.545,13,172.103,0,6,5,0,6,0,68,70.99,0.285714286,72.45404342,0
150,DESLANOSIDE,,0,INJECTION,0,0,51,0,0,0,NaN,0,NaN,943.09,0.0423,225.2442,66,868.498,9,19,19,9,19,10,376,282.21,0.936170213,385.1160378,0
151,TRIDIHEXETHYL,,0,ORAL INJECTION,0,0,0,0,0,0,NaN,0,NaN,318.525,4.7211,98.2812,23,282.237,1,2,1,1,2,8,130,20.23,0.714285714,142.6637426,0
152,DIGOXIN,,0,INJECTION ORAL,266,6.6,42,25,70,0,NaN,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,780.949,2.2181,192.6108,55,716.437,6,14,14,6,14,7,312,203.06,0.926829268,323.3224246,0
153,BETAZOLE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,111.148,-0.0891,31.3461,8,102.076,3,3,2,3,3,2,44,54.7,0.4,47.89844002,0
154,PENTOLINIUM,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,240.435,2.6375,73.8898,17,208.179,0,2,0,0,2,6,100,0,1,107.7763886,0
155,BUSULFAN,,0,ORAL INJECTION,41.6,9.8,3.4,32.4,0,4.9,MICROMOLAR,0,SOLUBILITY 0.1 GRAM / LITER,246.306,-0.281,50.8256,14,232.194,0,6,6,0,8,7,86,86.74,1,84.45985657,0
156,TALBUTAL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,224.26,0.961,58.3834,16,208.132,2,5,3,2,5,4,88,75.27,0.545454545,94.27752865,4
157,CHLOROPROCAINE,,0,INJECTION INTRATHECAL OPHTHALMIC,0,0,0,0,0,0,NaN,0.15,NaN,270.76,2.4208,73.9349,18,251.608,2,4,4,2,5,6,100,55.56,0.461538462,112.6640558,0
158,ACETYLDIGITOXIN,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,806.987,3.8181,200.7682,57,740.459,4,14,14,4,14,8,322,188.9,0.906976744,335.7389086,0
159,TRIDIHEXETHYL,,0,ORAL INJECTION,0,0,0,0,0,0,NaN,0,NaN,318.525,4.7211,98.2812,23,282.237,1,2,1,1,2,8,130,20.23,0.714285714,142.6637426,0
160,METARAMINOL,,0,INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,167.208,0.7728,46.716,12,154.104,4,3,3,4,3,2,66,66.48,0.333333333,71.45458766,0
161,GLUTETHIMIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,217.268,1.771,60.7947,16,202.148,1,3,2,1,3,2,84,46.17,0.384615385,94.85307315,2
162,HYDROXYCHLOROQUINE,,0,ORAL,2851,12,172.3,43,0,1.2,MICROMOLAR,2.4,SOLUBILITY SOLUBLE IN WATER,335.879,3.783,98.2715,23,309.671,2,4,4,2,5,9,126,48.39,0.5,143.0243905,0
163,METHYPRYLON,,0,ORAL,63,0.77,9.2,0,0,0,NaN,0,NaN,183.251,1.1278,50.1957,13,166.115,1,3,2,1,3,2,74,46.17,0.8,78.89080529,1
164,MEPROBAMATE,254  255,0,ORAL,45.5,2.34,9.6,0,0,11.4,MICROMOLAR,4.5,NaN,218.253,0.9834,54.0858,15,200.109,4,6,4,4,6,6,88,104.64,0.777777778,88.888704,2
165,ETHINAMATE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,167.208,1.4178,45.3174,12,154.104,2,3,2,2,3,1,66,52.32,0.666666667,72.26714021,1
166,PREDNISONE,,0,ORAL,37,11,2.6,73,0,801,NANOMOLAR,2.2,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,358.434,1.7658,94.0486,26,332.226,2,5,5,2,5,2,140,91.67,0.666666667,152.7085964,0
167,HYDROXYCHLOROQUINE,,0,ORAL,2851,12,172.3,43,0,1.2,MICROMOLAR,2.4,SOLUBILITY SOLUBLE IN WATER,335.879,3.783,98.2715,23,309.671,2,4,4,2,5,9,126,48.39,0.5,143.0243905,0
168,PROCYCLIDINE,,0,ORAL,48,3.3,12,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,287.447,3.9404,87.2048,21,258.215,1,2,2,1,2,5,116,23.47,0.684210526,128.7180557,0
169,PYRIDOSTIGMINE,,0,ORAL INJECTION,19,49.8,3,0,15,0,NaN,2.2,NaN,181.215,0.5715,47.329,13,168.111,0,4,2,0,4,1,70,33.42,0.333333333,77.35569204,1
170,DYCLONINE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,289.419,3.9242,86.0835,21,262.203,0,3,3,0,3,8,116,29.54,0.611111111,127.8397783,0
171,PREDNISOLONE,172  1337,0,ORAL TOPICAL OPHTHALMIC OTIC INJECTION,29.9,11.3,2.5,80,0,1.28,MICROMOLAR,1.5,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,360.45,1.5576,95.0484,26,332.226,3,5,5,3,5,2,142,94.83,0.714285714,153.3413081,0
172,PREDNISOLONE ACETATE,,171,OPHTHALMIC INJECTION ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,402.487,2.1284,104.5956,29,372.247,2,6,6,2,6,3,158,100.9,0.695652174,170.5520259,0
173,RIBOFLAVIN,1324,0,INJECTION INTRAVENOUS,39.6,29.3,0.93,35.5,0,1.2,MICROMOLAR,2,NaN,376.369,-1.72356,95.6209,27,356.209,5,10,9,5,10,5,144,161.56,0.411764706,152.2923242,0
174,ETHCHLORVYNOL,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,144.601,1.5132,39.0668,9,135.529,1,1,1,1,2,2,50,20.23,0.428571429,60.33602605,0
175,FLUDROCORTISONE ACETATE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,422.493,2.4445,105.0386,30,391.245,2,6,6,2,7,3,166,100.9,0.782608696,175.4071643,0
176,M MIDODRINE,636  1187,0,,0,0,3.5,0,93,0,NaN,1.5,SOLUBILITY SOLUBLE IN WATER,197.234,0.6959,53.5602,14,182.114,3,4,4,3,4,4,78,64.71,0.4,83.25238649,0
177,HYDROXYAMPHETAMINE,1106  1332,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,151.209,1.2819,45.4602,11,138.105,3,2,2,3,2,2,60,46.25,0.333333333,66.66035391,0
178,PHYTONADIONE,,0,ORAL INJECTION INTRAVENOUS,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,450.707,9.1576,140.896,33,404.339,0,2,2,0,2,14,182,34.14,0.612903226,202.492963,0
179,AMBENONIUM,,0,ORAL,16.6,0,0,0,0,1.51,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER TO 20 PERCENT,537.576,4.6392,148.7502,36,495.24,2,6,2,2,8,14,198,58.2,0.5,226.2964825,2
180,METHYLPHENIDATE,,0,ORAL TRANSDERMAL,169,33,3.2,15,23.5,73,NANOMOLAR,6.8,SOLUBILITY FREELY SOLUBLE IN WATER,233.311,2.0853,66.8407,17,214.159,1,3,3,1,3,3,92,38.33,0.5,102.1700384,0
181,MECAMYLAMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,167.296,2.4206,52.0767,12,146.128,1,1,1,1,1,1,70,12.03,1,75.92687205,0
182,HYDROXYPROGESTERONE CAPROATE,,0,INTRAMUSCULAR INJECTION,0,0,187.2,0,0,65,NANOMOLAR,110.4,NaN,428.613,5.9696,120.356,31,388.293,0,4,4,0,4,6,172,60.44,0.814814815,187.1129299,0
183,PROMAZINE,,0,ORAL INJECTION,526.5,54.6,7.9,89,0,0,NaN,0,NaN,284.428,4.241,87.184,20,264.268,0,2,3,0,3,4,104,6.48,0.294117647,124.9501541,0
184,CLIDINIUM,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,352.454,2.7045,99.2722,26,326.246,1,4,3,1,4,4,136,46.53,0.409090909,154.1653624,0
185,LIOTHYRONINE,,0,ORAL INJECTION,0,0,60,0,95,0,NaN,0,NaN,649.968,2.618,109.4602,23,638.88,3,5,5,3,8,5,122,95.61,0.133333333,173.5722636,0
186,HYDROXYZINE,,0,ORAL INJECTION,1040,39,16.5,0,0,186.9,NANOMOLAR,2,SOLUBILITY SOLUBLE IN WATER,374.912,3.0559,105.6548,26,347.696,1,4,4,1,5,8,140,35.94,0.428571429,160.4978578,0
187,METHSUXIMIDE,,1762  1763,ORAL,0,0,1.4,0,0,0,NaN,0,NaN,203.241,1.333,56.188,15,190.137,0,3,2,0,3,1,78,37.38,0.333333333,88.69810252,2
188,LEVALLORPHAN,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,283.415,3.6366,85.6218,21,258.215,1,2,2,1,2,2,112,23.47,0.578947368,127.0226215,0
189,PHENMETRAZINE,281,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,177.247,1.736,52.5997,13,162.127,1,2,2,1,2,1,70,21.26,0.454545455,78.91368995,0
190,ANILERIDINE,,0,INJECTION ORAL,0,0,0,0,0,0,NaN,0,NaN,352.478,3.4082,104.9854,26,324.254,2,4,4,2,4,6,138,55.56,0.409090909,155.506879,0
191,HYDROCORTAMATE,,108,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,475.626,2.6743,126.8036,34,434.298,2,7,7,2,7,7,190,104.14,0.814814815,202.4612311,0
192,PROCHLORPERAZINE,,0,ORAL INJECTION RECTAL,1430,62.4,9,0,0,0,NaN,0,NaN,373.953,4.5802,107.577,25,349.761,0,3,4,0,5,4,132,9.72,0.4,159.1022492,0
193,ORPHENADRINE,,0,ORAL INJECTION,0,0,16.6,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,269.388,3.66262,83.97,20,246.204,0,2,2,0,2,6,106,12.47,0.333333333,121.5515289,0
194,METHSUXIMIDE,,1762  1763,ORAL,0,0,1.4,0,0,0,NaN,0,NaN,203.241,1.333,56.188,15,190.137,0,3,2,0,3,1,78,37.38,0.333333333,88.69810252,2
195,FLUOXYMESTERONE,,0,ORAL,0,0,9.2,98,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,336.447,3.3322,89.0726,24,307.215,2,3,3,2,4,0,134,57.53,0.85,142.8757486,0
196,ORPHENADRINE,,0,ORAL INJECTION,0,0,16.6,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,269.388,3.66262,83.97,20,246.204,0,2,2,0,2,6,106,12.47,0.333333333,121.5515289,0
197,MECLIZINE,,0,ORAL,0,59,5.5,0,0,235.6,NANOMOLAR,3,NaN,390.958,5.55562,117.766,28,363.742,0,2,2,0,3,5,144,6.48,0.28,172.9172887,0
198,ISOFLUROPHATE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,184.147,2.914,41.1565,11,170.035,0,3,3,0,5,4,68,35.53,1,66.54186866,0
199,CHLORAMBUCIL,,0,ORAL,20.15,10.9,1.3,99,0,1.6,MICROMOLAR,0.83,NaN,303.209,2.0432,78.04,19,285.065,0,3,3,0,5,9,106,43.37,0.5,123.673062,0
200,TOLBUTAMIDE,,0,ORAL INJECTION,7.8,0.819,7,95,0,217.7,MICROMOLAR,3.8,NaN,270.354,1.78302,69.8072,18,252.21,2,5,3,2,6,5,100,75.27,0.416666667,107.6430782,2
201,MEPENZOLATE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,340.443,2.7045,96.8392,25,314.235,1,4,3,1,4,4,132,46.53,0.380952381,148.8062514,0
202,RESCINNAMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,634.726,4.5707,170.3977,46,592.39,1,11,10,1,11,9,246,117.78,0.485714286,268.2137047,0
203,MECLIZINE,,0,ORAL,0,59,5.5,0,0,235.6,NANOMOLAR,3,NaN,390.958,5.55562,117.766,28,363.742,0,2,2,0,3,5,144,6.48,0.28,172.9172887,0
204,ISOPROPAMIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,353.53,4.1115,108.7988,26,320.266,2,3,1,2,3,8,140,43.09,0.434782609,157.9740785,1
205,PERPHENAZINE,,0,ORAL INJECTION,1170,105.3,10.5,93,0,2.4,NANOMOLAR,2,NaN,403.979,3.9427,113.6058,27,377.771,1,4,5,1,6,6,144,29.95,0.428571429,170.2614251,0
206,DESERPIDINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,578.662,4.1625,154.1352,42,540.358,1,10,9,1,10,7,224,108.55,0.5,244.6949361,0
207,DEXBROMPHENIRAMINE,,0,ORAL INJECTION,0,0,25,72,0,0,NaN,5,NaN,319.246,3.9277,83.393,19,300.094,0,2,2,0,3,5,100,16.13,0.3125,123.1602372,0
208,ETHOTOIN,,0,ORAL,0,0,6,0,0,39,MICROMOLAR,0,NaN,204.229,1.2994,55.1017,15,192.133,1,4,2,1,4,2,78,49.41,0.272727273,87.88302259,3
209,NORETHINDRONE,210  354,0,ORAL,260,26,8.51,61,64,87.8,NANOMOLAR,1.83,NaN,298.426,3.4925,85.8758,22,272.218,1,2,2,1,2,0,118,37.3,0.75,132.9152048,0
210,NORETHINDRONE ACETATE,,209,ORAL TRANSDERMAL INTRAMUSCULAR,0,0,0,0,0,0,NaN,0,NaN,340.463,4.0633,95.423,25,312.239,0,3,3,0,3,1,134,43.37,0.727272727,150.1259226,0
211,ANISINDIONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,252.269,2.858,70.838,19,240.173,0,3,3,0,3,2,94,43.37,0.125,110.3790241,0
212,BUCLIZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,433.039,6.5447,131.729,31,399.775,0,2,2,0,3,5,162,6.48,0.357142857,192.0121151,0
213,MESTRANOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,310.437,3.9156,91.3938,23,284.229,1,2,2,1,2,1,122,29.46,0.619047619,138.7950457,0
214,NORETHYNODREL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,298.426,3.6366,85.9458,22,272.218,1,2,2,1,2,0,118,37.3,0.75,132.9152048,0
215,PROPOXYPHENE,,1560,ORAL,780,58.5,9,80,0,0.21,MICROMOLAR,2.25,SOLUBILITY FREELY SOLUBLE IN WATER,339.479,4.2755,102.367,25,310.247,0,3,3,0,3,8,134,29.54,0.409090909,151.1728195,0
216,METHOCARBAMOL,,848  877,ORAL IM INJECTION,150,52,2,50,0,96,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,241.243,0.5302,60.0312,17,226.123,3,6,5,3,6,6,94,91.01,0.363636364,98.89239593,1
217,ETHOXZOLAMIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,258.324,1.3424,62.1622,16,248.244,2,5,5,2,7,3,86,82.28,0.222222222,96.91717495,0
218,NIACIN,,0,ORAL,0,0,0.56,20,0,146.3,MICROMOLAR,5,SOLUBILITY VERY SOLUBLE IN WATER,122.103,-0.5549,28.5675,9,118.071,0,3,3,0,3,1,46,53.02,0,51.97174907,0
219,TRIPROLIDINE,,0,ORAL,0,0,2.1,0,0,55.4,NANOMOLAR,2,NaN,278.399,3.91752,88.169,21,256.223,0,2,2,0,2,4,108,16.13,0.315789474,126.6920817,0
220,TRIFLUPROMAZINE,,0,ORAL INJECTION,0,0,0,0,0,0,NaN,0,NaN,352.425,5.2598,92.186,24,333.273,0,2,3,0,6,4,128,6.48,0.333333333,143.8117024,0
221,CHLOROTHIAZIDE,,0,ORAL INJECTION,0,0,2,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,295.729,0.1299,62.1257,17,289.681,3,7,5,3,10,1,92,118.69,0,102.4004075,0
222,METHYLPREDNISOLONE,223  1340,0,ORAL OPHTHALMIC,78,23.8,2.3,77,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,374.477,1.8036,99.5954,27,344.237,3,5,5,3,5,2,148,94.83,0.727272727,159.7062502,0
223,METHYLPREDNISOLONE SUCCINATE,,222,INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,473.542,0.8846,117.7096,34,440.278,2,8,8,2,8,6,186,141.03,0.692307692,198.6026081,0
224,TRIAMCINOLONE,226  1341,0,ORAL,0,0,2.7,0,0,0,NaN,1.9,NaN,394.439,0.6205,96.7872,28,367.223,4,6,6,4,7,2,154,115.06,0.714285714,162.3010772,0
225,TRIAMCINOLONE ACETONIDE,,0,TOPICAL INJECTION DENTAL INHALATION NASAL INTRAVITREAL,99.5,45.2,1.46,68,0,2.58,NANOMOLAR,0.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,434.504,2.4188,108.5986,31,403.256,2,6,6,2,7,2,170,93.06,0.75,181.0286954,0
226,TRIAMCINOLONE DIACETATE,,224,INJECTION ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,478.513,1.7621,115.8816,34,447.265,2,8,8,2,9,4,186,127.2,0.68,196.7225129,0
227,BENZONATATE,,0,ORAL,0,0,0,0,0,0,NaN,0.28,NaN,603.75,2.8346,158.5502,42,550.326,1,12,12,1,12,32,244,121.4,0.766666667,251.0368504,0
228,PHENPROCOUMON,,0,ORAL,0,0,140,0,0,0,NaN,0,NaN,280.323,4.0405,82.7248,21,264.195,1,3,3,1,3,3,106,50.44,0.166666667,122.0255609,0
229,DEXTROMETHORPHAN,,0,ORAL,0,0,13,65,0,0,NaN,3.5,NaN,271.404,3.3834,81.369,20,246.204,0,2,2,0,2,1,108,12.47,0.666666667,121.6665939,0
230,CHLORMEZANONE,,0,ORAL,3.5,0.06,40.5,0,0,16.9,MICROMOLAR,2.18,NaN,273.741,1.6155,65.3668,17,261.645,0,4,3,0,6,1,92,54.45,0.363636364,105.1003029,1
231,FURAZOLIDONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,225.16,0.9739,51.0104,16,218.104,0,8,6,0,8,3,84,98.18,0.25,89.23300492,1
232,CHLORZOXAZONE,,0,ORAL,0,0,0,0,0,0,NaN,1.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,169.567,1.7745,41.8447,11,165.535,1,3,2,1,4,0,56,46,0,66.59183322,0
233,TRIMEPRAZINE,,0,ORAL,0,0,0,90,80,0,NaN,0,NaN,298.455,4.487,91.731,21,276.279,0,2,3,0,3,4,110,6.48,0.333333333,131.3150962,0
234,HALOTHANE,,0,INHALATION,0,0,0,0,0,0,NaN,0,NaN,197.381,2.5085,24.623,7,196.373,0,0,0,0,5,0,44,0,1,51.77161318,0
235,DICHLORPHENAMIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,305.164,0.2882,59.2084,16,299.116,4,6,4,4,10,2,90,120.32,0,102.2392688,0
236,CHLORMEZANONE,,0,ORAL,3.5,0.06,40.5,0,0,16.9,MICROMOLAR,2.18,NaN,273.741,1.6155,65.3668,17,261.645,0,4,3,0,6,1,92,54.45,0.363636364,105.1003029,1
237,TRIFLUOPERAZINE,,0,ORAL INJECTION,0,0,0,0,0,0,NaN,0,NaN,407.505,4.9456,107.569,28,383.313,0,3,4,0,7,4,150,9.72,0.428571429,167.6605313,0
238,SULFINPYRAZONE,,0,ORAL,7.8,1.32,6.2,98,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,404.491,3.7955,113.6804,29,384.331,0,5,3,0,6,6,146,57.69,0.130434783,171.5515727,2
239,METHOHEXITAL,,0,INJECTION,71.5,46,1.6,73,0,30,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,262.309,1.3066,70.7867,19,244.165,1,5,3,1,5,3,102,66.48,0.5,112.5815519,4
240,OXYPHENCYCLIMINE,,0,ORAL,,0,0,0,0,0,NaN,0,NaN,344.455,2.7317,97.4218,25,316.231,1,5,5,1,5,5,136,62.13,0.6,149.2533877,0
241,PHENTERMINE,,0,ORAL,348,8.79,20,17.5,0,0,NaN,3.7,SOLUBILITY SOLUBLE IN WATER,149.237,1.9664,48.4124,11,134.117,2,1,1,2,1,2,60,26.02,0.4,68.23106227,0
242,CHLORPROPAMIDE,,0,ORAL,12.3,0.17,36,97,0,0,NaN,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,276.745,1.7379,65.4632,17,263.641,2,5,3,2,7,4,94,75.27,0.3,105.2164602,2
243,DEXAMETHASONE,244  245,0,ORAL TOPICAL OPHTHALMIC OTIC INTRAVITREAL INTRAOCULAR,61.1,12.8,3.7,68,0,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,392.467,1.8957,99.9444,28,363.235,3,5,5,3,6,2,154,94.83,0.727272727,163.8717856,0
244,DEXAMETHASONE PHOSPHATE,,243,OPHTHALMIC TOPICAL OTIC INJECTION INHALATION NASAL,0,0,0,0,0,0,NaN,0,NaN,470.43,0.7487,106.4171,32,442.206,2,8,8,2,10,4,178,147.02,0.727272727,185.3291753,0
245,DEXAMETHASONE ACETATE,,243,INJECTION,0,0,0,0,0,0,NaN,0,NaN,434.504,2.4665,109.4916,31,403.256,2,6,6,2,7,3,170,100.9,0.708333333,181.0825034,0
